Prod_year,Engine_volume,Mileage,Cylinders,Airbags,Manufacturer,Model,Category,Fuel_type,Gear_box_type,Drive_wheels,Doors,Color,Leather_interior,Wheel,Turbo
2013,3.0,74000.0,6.0,12,BMW,X5,Jeep,Petrol,Tiptronic,4x4,04-May,Blue,Yes,Left wheel,True
2000,2.5,200000.0,6.0,6,BMW,525,Sedan,Petrol,Manual,Rear,04-May,Blue,Yes,Right-hand drive,False
2014,4.6,121382.0,8.0,12,MERCEDES-BENZ,GL 550,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2018,2.5,32435.0,4.0,12,SUBARU,Forester,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2014,1.8,145000.0,4.0,10,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Grey,No,Left wheel,False
2013,2.7,158870.0,4.0,12,TOYOTA,Tacoma,Jeep,Petrol,Automatic,Rear,04-May,White,Yes,Left wheel,False
2012,1.8,87646.0,4.0,8,HYUNDAI,Elantra Limited,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,4.6,189704.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2007,2.5,77452.0,4.0,4,KIA,Sorento,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2004,3.2,130000.0,6.0,8,MERCEDES-BENZ,E 320,Sedan,Petrol,Tiptronic,Rear,04-May,Silver,Yes,Right-hand drive,False
2007,1.3,83000.0,4.0,4,TOYOTA,Vitz,Sedan,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2014,1.8,77000.0,4.0,12,SCION,xD,Hatchback,Petrol,Automatic,Front,04-May,Grey,No,Left wheel,False
2017,2.0,56800.0,6.0,12,MERCEDES-BENZ,C 300,Sedan,Petrol,Tiptronic,Rear,04-May,Black,Yes,Left wheel,True
2014,1.4,126000.0,4.0,6,CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Beige,No,Right-hand drive,True
2002,3.0,270000.0,6.0,6,BMW,530,Sedan,Petrol,Tiptronic,Rear,04-May,Silver,Yes,Left wheel,False
2014,1.8,187334.0,4.0,12,TOYOTA,Prius,Jeep,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2015,2.5,35000.0,4.0,10,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2015,1.8,123778.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2018,1.6,65734.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2013,1.8,121712.0,4.0,0,MERCEDES-BENZ,C 250,Sedan,Petrol,Automatic,Rear,04-May,White,Yes,Left wheel,False
2010,1.8,166000.0,4.0,8,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Black,No,Left wheel,False
2012,2.0,139633.0,4.0,4,CHEVROLET,Orlando,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,1.8,408997.0,4.0,12,TOYOTA,Prius,Jeep,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2018,2.0,24000.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2015,2.4,112528.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2016,1.0,31970.0,4.0,4,CHEVROLET,Spark,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,2.0,163401.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2016,2.2,43877.0,4.0,4,SSANGYONG,REXTON,Jeep,Diesel,Automatic,Front,04-May,Brown,Yes,Left wheel,False
2010,2.5,85000.0,4.0,6,FORD,Escape,Jeep,Hybrid,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2016,2.0,88900.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,1.4,77600.0,4.0,12,FIAT,500,Jeep,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2017,1.4,70400.0,4.0,0,CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,True
2012,2.0,110297.0,4.0,4,CHEVROLET,Orlando,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2012,1.8,105000.0,8.0,12,LEXUS,CT 200h,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
1996,2.0,233000.0,4.0,6,MERCEDES-BENZ,200,Sedan,CNG,Manual,Rear,04-May,Green,No,Left wheel,False
2014,1.6,158280.0,4.0,0,NISSAN,Juke,Jeep,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2001,1.5,155000.0,4.0,8,TOYOTA,Vitz,Hatchback,Petrol,Automatic,Front,04-May,Beige,No,Right-hand drive,False
2013,2.0,160000.0,4.0,8,BMW,328 DIZEL,Sedan,Diesel,Tiptronic,Rear,04-May,Grey,Yes,Left wheel,True
2013,2.0,147470.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2011,2.0,209900.0,4.0,4,SSANGYONG,Actyon,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2020,3.5,1669.0,6.0,12,TOYOTA,Tacoma,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2014,2.4,102400.0,4.0,12,HYUNDAI,Sonata,Sedan,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2018,1.6,35643.0,4.0,4,HYUNDAI,Elantra,Sedan,LPG,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,2.0,38305.0,4.0,4,KIA,Optima,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2006,2.4,127000.0,4.0,8,HONDA,Cr-v,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
1998,1.6,256000.0,4.0,4,OPEL,Astra,Universal,CNG,Manual,Front,04-May,Silver,No,Left wheel,False
2017,2.0,82114.0,4.0,12,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2013,1.8,120000.0,4.0,14,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Blue,No,Left wheel,False
2013,1.8,50545.0,4.0,8,HYUNDAI,Elantra,Sedan,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2011,1.8,139300.0,4.0,6,TOYOTA,Prius,Hatchback,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2009,1.6,186434.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2004,4.5,250000.0,8.0,0,INFINITI,FX45,Jeep,Petrol,Tiptronic,4x4,04-May,Black,No,Left wheel,False
2009,1.5,173213.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2004,3.7,238078.0,6.0,12,MERCEDES-BENZ,ML 350 ML350,Jeep,LPG,Tiptronic,4x4,04-May,Black,Yes,Left wheel,False
2008,1.5,0.0,4.0,2,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2013,4.7,65000.0,8.0,12,MERCEDES-BENZ,CLS 550,Sedan,Petrol,Tiptronic,Rear,04-May,Grey,Yes,Left wheel,True
2000,2.0,2222.0,4.0,8,HONDA,Cr-v,Jeep,Petrol,Automatic,4x4,04-May,Silver,No,Right-hand drive,False
2014,1.8,111149.0,4.0,12,HONDA,Civic,Sedan,Petrol,Automatic,Front,04-May,Brown,Yes,Left wheel,False
2012,4.7,155313.0,8.0,12,MERCEDES-BENZ,GL 450,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2014,1.8,82000.0,4.0,10,LEXUS,CT 200h,Hatchback,Hybrid,Tiptronic,Front,04-May,White,Yes,Left wheel,False
2015,1.5,29000.0,4.0,4,TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2011,3.7,134157.0,6.0,12,MAZDA,CX-9,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2014,2.0,87000.0,1.0,12,AUDI,Q5,Jeep,Petrol,Tiptronic,4x4,04-May,White,Yes,Left wheel,False
1999,3.5,0.0,6.0,2,MERCEDES-BENZ,E 320,Sedan,CNG,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2011,2.0,202420.0,4.0,4,CHEVROLET,Cruze,Sedan,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2004,1.3,11111.0,2.0,6,HONDA,FIT,Hatchback,Petrol,Automatic,Front,04-May,White,No,Right-hand drive,False
2013,3.0,0.0,6.0,0,BMW,X5,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2013,1.8,321616.0,4.0,12,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,Red,Yes,Left wheel,False
2000,2.2,289350.0,4.0,6,MERCEDES-BENZ,E 220,Sedan,Diesel,Automatic,Rear,04-May,Green,Yes,Left wheel,False
2014,1.8,68000.0,4.0,12,VOLKSWAGEN,Passat,Sedan,Petrol,Tiptronic,Front,04-May,Carnelian red,Yes,Left wheel,True
2011,3.0,249600.0,6.0,12,BMW,535,Sedan,Petrol,Automatic,Rear,04-May,Grey,Yes,Left wheel,False
2013,1.8,114526.0,4.0,12,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2008,3.3,269162.0,6.0,12,TOYOTA,Highlander,Jeep,Hybrid,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2019,1.5,5124.0,4.0,10,CHEVROLET,Equinox LT,Jeep,Petrol,Automatic,4x4,04-May,Black,No,Left wheel,False
2013,2.5,155283.0,4.0,12,VOLKSWAGEN,Passat,Sedan,Petrol,Tiptronic,Front,04-May,Carnelian red,Yes,Left wheel,False
2013,1.8,98000.0,4.0,12,TOYOTA,Prius,Sedan,Hybrid,Variator,Front,04-May,Grey,No,Left wheel,False
2014,1.5,28000.0,4.0,4,TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2010,3.5,110947.0,6.0,12,LEXUS,RX 350,Jeep,Petrol,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2011,1.8,171200.0,4.0,6,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,Grey,No,Left wheel,False
2002,2.0,196000.0,4.0,2,NISSAN,X-Trail,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Right-hand drive,False
2015,2.0,72369.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2013,1.8,130000.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2012,2.0,194603.0,4.0,12,VOLKSWAGEN,Tiguan,Jeep,Petrol,Tiptronic,4x4,04-May,Black,No,Left wheel,True
2011,1.8,163200.0,4.0,12,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Carnelian red,Yes,Left wheel,False
2016,2.0,8000.0,4.0,6,FORD,Edge,Jeep,Petrol,Tiptronic,4x4,04-May,Black,Yes,Left wheel,True
2010,1.8,215533.0,4.0,12,HONDA,Civic,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2018,1.4,22000.0,4.0,6,CHEVROLET,Cruze LT,Sedan,Petrol,Automatic,Front,04-May,Red,No,Left wheel,True
2013,2.5,232032.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2009,1.8,20462.0,4.0,4,FORD,Transit Connect,Goods wagon,Diesel,Manual,Front,04-May,White,No,Left wheel,True
2003,2.2,215000.0,4.0,8,MERCEDES-BENZ,E 220,Sedan,Diesel,Manual,Rear,04-May,Blue,Yes,Right-hand drive,True
2010,3.5,239224.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,3.0,103458.0,6.0,0,BMW,X5,Jeep,Diesel,Automatic,4x4,04-May,White,Yes,Left wheel,False
2015,1.6,88475.0,4.0,0,NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2008,5.6,360059.0,8.0,12,NISSAN,Armada,Jeep,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
1999,1.6,165248.0,4.0,4,VOLKSWAGEN,Golf,Sedan,Petrol,Manual,Front,04-May,White,No,Left wheel,False
2016,2.0,51725.0,4.0,12,MERCEDES-BENZ,C 300,Sedan,Petrol,Automatic,Rear,04-May,Black,Yes,Left wheel,False
2013,2.0,53217.0,4.0,4,KIA,Optima,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2009,3.5,87985.0,6.0,12,MERCEDES-BENZ,E 350,Coupe,Petrol,Tiptronic,Rear,02-Mar,White,Yes,Left wheel,False
2005,2.2,0.0,4.0,4,MERCEDES-BENZ,Vito,Minivan,Diesel,Manual,Rear,>5,White,No,Left wheel,True
2010,3.3,264877.0,6.0,12,TOYOTA,Highlander,Jeep,Hybrid,Automatic,4x4,04-May,White,Yes,Left wheel,False
2011,1.6,128147.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2013,3.0,88829.0,6.0,12,BMW,X5,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2014,1.8,107000.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Variator,Front,04-May,Carnelian red,No,Left wheel,False
2012,1.5,160000.0,4.0,0,HONDA,FIT,Hatchback,Hybrid,Variator,Front,04-May,White,Yes,Right-hand drive,False
2017,2.4,102569.0,4.0,0,HYUNDAI,Sonata 2.4L,Sedan,Petrol,Automatic,Front,04-May,Silver,No,Left wheel,False
2011,2.0,142000.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
1998,2.8,3200.0,6.0,6,MERCEDES-BENZ,E 280,Sedan,CNG,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,1.0,199185.0,4.0,4,CHEVROLET,Spark,Hatchback,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2014,3.5,66575.0,6.0,12,LEXUS,RX 450,Jeep,Hybrid,Tiptronic,4x4,04-May,White,Yes,Left wheel,False
2012,2.5,118882.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Tiptronic,Front,04-May,Red,No,Left wheel,False
2010,1.8,182000.0,4.0,0,TOYOTA,Prius,Hatchback,Hybrid,Variator,Front,04-May,Silver,No,Left wheel,False
2014,2.0,136000.0,4.0,12,MITSUBISHI,Outlander,Jeep,Petrol,Tiptronic,Front,04-May,White,Yes,Left wheel,False
2000,2.0,0.0,4.0,6,OPEL,Astra,Sedan,CNG,Manual,Front,04-May,Blue,Yes,Left wheel,False
2004,5.0,12400.0,8.0,6,MERCEDES-BENZ,CL 500,Coupe,CNG,Tiptronic,Rear,02-Mar,Silver,Yes,Left wheel,False
2011,1.6,157827.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2013,1.5,94500.0,4.0,4,HONDA,FIT,Hatchback,Hybrid,Automatic,Front,04-May,Red,Yes,Left wheel,False
2011,1.4,161318.0,4.0,12,CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Carnelian red,Yes,Left wheel,True
2015,2.0,59000.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2007,2.5,143464.0,4.0,12,SUBARU,Outback,Universal,LPG,Tiptronic,4x4,04-May,Beige,No,Left wheel,False
2009,2.5,193614.0,4.0,0,FORD,Escape,Jeep,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2001,1.4,0.0,4.0,2,OPEL,Corsa,Hatchback,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2007,1.6,182400.0,4.0,6,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Red,No,Left wheel,False
2012,1.6,190454.0,4.0,0,NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2014,2.0,158423.0,4.0,4,SSANGYONG,Korando,Jeep,Diesel,Automatic,Front,04-May,Red,Yes,Left wheel,False
2000,2.0,213000.0,4.0,6,HONDA,Cr-v,Jeep,Petrol,Automatic,4x4,04-May,Silver,No,Right-hand drive,False
2003,2.0,170005.0,4.0,8,BMW,320,Coupe,Petrol,Tiptronic,Rear,02-Mar,Blue,No,Left wheel,False
2013,1.5,50000.0,4.0,6,TOYOTA,Aqua,Hatchback,Hybrid,Variator,Front,04-May,Grey,No,Right-hand drive,False
2015,1.8,94949.0,4.0,0,LEXUS,CT 200h,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,1.0,37542.0,4.0,4,CHEVROLET,Spark,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2009,1.6,94650.0,4.0,4,DAEWOO,Lacetti,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,1.8,141000.0,4.0,10,TOYOTA,Prius,Sedan,Hybrid,Variator,Front,04-May,Golden,Yes,Left wheel,False
2012,4.6,229334.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2008,3.3,215000.0,6.0,12,TOYOTA,Highlander,Jeep,Hybrid,Tiptronic,4x4,04-May,White,Yes,Left wheel,False
2001,2.3,200000.0,6.0,12,BMW,523,Sedan,Petrol,Manual,Rear,04-May,Blue,No,Left wheel,False
2019,2.0,10610.0,4.0,12,TOYOTA,CHR,Jeep,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2014,2.0,110098.0,4.0,0,SUBARU,Forester,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2013,2.0,200000.0,4.0,6,FORD,Focus,Hatchback,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2014,1.5,101101.0,4.0,8,TOYOTA,Prius C,Hatchback,Hybrid,Tiptronic,Front,04-May,Red,No,Left wheel,False
2013,2.5,51543.0,4.0,12,TOYOTA,Avalon,Sedan,Hybrid,Tiptronic,Front,04-May,Silver,Yes,Left wheel,False
2016,2.5,117453.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2013,2.5,308694.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2009,1.5,433658.0,4.0,12,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,2.5,74000.0,4.0,8,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Red,Yes,Left wheel,False
2019,2.5,13362.0,4.0,12,LEXUS,ES 300,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2015,2.0,123097.0,4.0,4,CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
1993,1.6,1000.0,4.0,4,OPEL,Vectra,Sedan,Petrol,Manual,Front,04-May,Blue,No,Left wheel,False
2009,1.9,44521.0,4.0,4,DAEWOO,Lacetti,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2019,5.7,34059.0,8.0,12,TOYOTA,Tundra,Pickup,Petrol,Automatic,Rear,04-May,Silver,Yes,Left wheel,False
2014,2.0,118400.0,4.0,12,FORD,C-MAX,Hatchback,Hybrid,Variator,Front,04-May,Silver,No,Left wheel,False
2014,3.5,114000.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Hybrid,Tiptronic,Rear,04-May,White,Yes,Left wheel,False
2010,2.0,158000.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2003,1.3,230000.0,4.0,0,HONDA,FIT,Hatchback,Petrol,Variator,Front,04-May,Silver,No,Right-hand drive,False
2004,1.8,180000.0,4.0,6,LAND ROVER,Freelander,Jeep,LPG,Manual,4x4,04-May,Black,Yes,Left wheel,False
2014,2.5,29800.0,4.0,6,TOYOTA,Camry SE,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,3.5,29675.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2013,1.5,65000.0,4.0,8,TOYOTA,Prius C,Sedan,Hybrid,Automatic,Front,04-May,Red,No,Left wheel,False
2008,1.5,155000.0,4.0,8,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Silver,No,Left wheel,False
2013,1.5,114000.0,4.0,7,TOYOTA,Prius C,Hatchback,Hybrid,Automatic,Front,04-May,Red,Yes,Left wheel,False
2012,2.5,320000.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,False
2012,1.8,136194.0,4.0,12,LEXUS,CT 200h,Hatchback,Hybrid,Tiptronic,Front,04-May,Silver,Yes,Left wheel,True
2009,2.4,120000.0,4.0,6,HONDA,Element,Universal,Petrol,Automatic,4x4,04-May,Black,No,Left wheel,False
2015,2.0,100747.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Green,Yes,Left wheel,False
2013,2.4,128000.0,4.0,12,HYUNDAI,Sonata,Sedan,Petrol,Tiptronic,Front,04-May,Carnelian red,Yes,Left wheel,False
2019,2.4,29278.0,4.0,12,JEEP,Compass,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2012,2.4,178528.0,6.0,0,KIA,Optima,Sedan,Petrol,Tiptronic,Front,04-May,Brown,No,Left wheel,False
2014,2.0,27579.0,4.0,12,FORD,Fusion,Sedan,Petrol,Tiptronic,Front,04-May,Carnelian red,Yes,Left wheel,True
2007,1.5,212000.0,4.0,8,TOYOTA,Prius,Hatchback,Hybrid,Variator,Front,04-May,Red,No,Left wheel,False
2014,1.5,133000.0,4.0,5,TOYOTA,Aqua s,Sedan,Hybrid,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2012,2.5,156518.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2013,1.8,208000.0,6.0,6,HYUNDAI,Elantra,Sedan,LPG,Tiptronic,Front,04-May,Golden,Yes,Left wheel,False
2001,2.2,139813.4572263688,6.0,8,BMW,320,Sedan,Petrol,Tiptronic,Rear,04-May,Silver,Yes,Left wheel,False
2012,2.2,187000.0,4.0,8,MERCEDES-BENZ,Vito,Minivan,Diesel,Manual,Rear,04-May,White,No,Left wheel,True
2015,2.0,98775.0,4.0,12,VOLKSWAGEN,Jetta,Sedan,Petrol,Automatic,Front,04-May,White,No,Left wheel,False
2014,2.0,181659.0,4.0,12,BMW,328,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2013,1.5,130000.0,4.0,12,TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2013,1.8,80000.0,4.0,12,HYUNDAI,Elantra,Sedan,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2011,2.2,126765.0,4.0,12,CHEVROLET,HHR,Jeep,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2019,2.5,35541.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2012,1.6,167405.0,4.0,0,NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2018,2.5,127515.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2009,5.5,214400.0,8.0,12,MERCEDES-BENZ,GL 550,Jeep,Petrol,Tiptronic,4x4,04-May,Black,Yes,Left wheel,True
2010,4.6,175363.0,8.0,12,LEXUS,LS 460,Sedan,Petrol,Automatic,Rear,04-May,Black,Yes,Left wheel,False
2012,2.5,159379.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2012,2.5,204800.0,4.0,8,TOYOTA,Camry,Sedan,Hybrid,Variator,Front,04-May,Black,Yes,Left wheel,False
2010,3.5,241786.0,6.0,12,HONDA,Accord,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,5.5,101424.0,8.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2012,2.5,156518.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2011,3.5,132630.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,Rear,04-May,Silver,Yes,Left wheel,False
2008,1.5,145000.0,4.0,12,TOYOTA,Prius 1.5I,Sedan,Hybrid,Variator,Front,04-May,Grey,Yes,Left wheel,False
2015,2.0,51865.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2011,2.0,112387.0,4.0,4,HYUNDAI,Genesis,Coupe,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2016,1.5,55000.0,4.0,12,TOYOTA,Yaris RS,Hatchback,Petrol,Tiptronic,Front,04-May,Blue,Yes,Left wheel,False
2014,2.0,362454.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,1.5,127200.0,4.0,10,TOYOTA,Prius C 1.5I,Sedan,Hybrid,Automatic,Front,04-May,Brown,No,Left wheel,False
2010,1.7,96000.0,4.0,2,MERCEDES-BENZ,A 170,Hatchback,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2008,1.5,368000.0,4.0,8,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,White,No,Left wheel,False
2015,2.0,60618.0,4.0,4,CHEVROLET,Malibu,Sedan,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2016,3.0,46000.0,8.0,12,MERCEDES-BENZ,E 400,Sedan,Petrol,Tiptronic,Rear,02-Mar,Black,Yes,Left wheel,False
2014,2.0,157612.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2001,3.2,233000.0,6.0,6,MERCEDES-BENZ,E 320,Sedan,Petrol,Automatic,Rear,04-May,Silver,Yes,Right-hand drive,False
2015,1.2,80746.0,4.0,4,NISSAN,March,Hatchback,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2012,1.6,134000.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2016,2.0,70922.0,4.0,4,CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2004,3.0,248000.0,6.0,0,BMW,X5,Jeep,Diesel,Tiptronic,4x4,04-May,White,Yes,Left wheel,False
